,title,genre,studio,number_of_episodes,release_date,content_type,viewer_reviews,source
0,Attack on Titan,"Action, Drama, Fantasy, Mystery",WIT STUDIO,25,2013-04,Tv,84.0,AniList
1,Demon Slayer: Kimetsu no Yaiba,"Action, Adventure, Drama, Fantasy, Supernatural",ufotable,26,2019-04,Tv,82.0,AniList
2,Death Note,"Mystery, Psychological, Supernatural, Thriller",MADHOUSE,37,2006-10,Tv,84.0,AniList
3,JUJUTSU KAISEN,"Action, Drama, Supernatural",Toho,24,2020-10,Tv,85.0,AniList
4,My Hero Academia,"Action, Adventure, Comedy",bones,13,2016-04,Tv,76.0,AniList
5,Hunter x Hunter (2011),"Action, Adventure, Fantasy",MADHOUSE,148,2011-10,Tv,89.0,AniList
6,One-Punch Man,"Action, Comedy, Sci-Fi, Supernatural",MADHOUSE,12,2015-10,Tv,83.0,AniList
7,Tokyo Ghoul,"Action, Drama, Horror, Mystery, Psychological, Supernatural",Studio Pierrot,12,2014-07,Tv,75.0,AniList
8,Attack on Titan Season 2,"Action, Drama, Fantasy, Mystery",WIT STUDIO,12,2017-04,Tv,84.0,AniList
9,Sword Art Online,"Action, Adventure, Fantasy, Romance",Aniplex,25,2012-07,Tv,69.0,AniList
10,Fullmetal Alchemist: Brotherhood,"Action, Adventure, Drama, Fantasy",bones,64,2009-04,Tv,90.0,AniList
11,ONE PIECE,"Action, Adventure, Comedy, Drama, Fantasy",Toei Animation,1000,1999-10,Tv,88.0,AniList
12,Naruto,"Action, Adventure, Comedy, Drama, Fantasy, Supernatural",Studio Pierrot,220,2002-10,Tv,79.0,AniList
13,Your Name.,"Drama, Romance, Supernatural",CoMix Wave,1,2016-08,Movie,85.0,AniList
14,A Silent Voice,"Drama, Romance, Slice of Life",Kyoto Animation,1,2016-09,Movie,88.0,AniList
15,Attack on Titan Season 3,"Action, Drama, Fantasy, Mystery",WIT STUDIO,12,2018-07,Tv,85.0,AniList
16,My Hero Academia Season 2,"Action, Adventure, Comedy",bones,25,2017-04,Tv,79.0,AniList
17,The Promised Neverland,"Drama, Fantasy, Horror, Mystery, Psychological, Thriller",CloverWorks,12,2019-01,Tv,83.0,AniList
18,Attack on Titan Final Season,"Action, Drama, Fantasy, Mystery",MAPPA,16,2020-12,Tv,86.0,AniList
19,Assassination Classroom,"Action, Comedy, Drama, Supernatural",Lerche,22,2015-01,Tv,79.0,AniList
20,Mob Psycho 100,"Action, Comedy, Drama, Psychological, Slice of Life, Supernatural",bones,12,2016-07,Tv,84.0,AniList
21,My Hero Academia Season 3,"Action, Adventure, Comedy, Drama",bones,25,2018-04,Tv,79.0,AniList
22,Your lie in April,"Drama, Music, Romance, Slice of Life",A-1 Pictures,22,2014-10,Tv,84.0,AniList
23,ERASED,"Drama, Mystery, Psychological, Supernatural, Thriller",A-1 Pictures,12,2016-01,Tv,81.0,AniList
24,Naruto: Shippuden,"Action, Adventure, Comedy, Drama, Fantasy, Supernatural",Studio Pierrot,500,2007-02,Tv,81.0,AniList
25,Attack on Titan Season 3 Part 2,"Action, Drama, Fantasy, Mystery",WIT STUDIO,10,2019-04,Tv,89.0,AniList
26,Re:ZERO -Starting Life in Another World-,"Action, Adventure, Drama, Fantasy, Psychological, Romance, Thriller",WHITE FOX,25,2016-04,Tv,81.0,AniList
27,Steins;Gate,"Drama, Psychological, Sci-Fi, Thriller",Frontier Works,24,2011-04,Tv,89.0,AniList
28,HAIKYU!!,"Comedy, Drama, Sports",Production I.G,25,2014-04,Tv,83.0,AniList
29,Rascal Does Not Dream of Bunny Girl Senpai,"Comedy, Drama, Mystery, Psychological, Romance, Supernatural",CloverWorks,13,2018-10,Tv,80.0,AniList
30,Black Clover,"Action, Adventure, Comedy, Fantasy",Studio Pierrot,170,2017-10,Tv,78.0,AniList
31,Noragami,"Action, Adventure, Comedy, Supernatural",bones,12,2014-01,Tv,77.0,AniList
32,"No Game, No Life","Adventure, Comedy, Ecchi, Fantasy",MADHOUSE,12,2014-04,Tv,77.0,AniList
33,Chainsaw Man,"Action, Drama, Horror, Supernatural",MAPPA,12,2022-10,Tv,84.0,AniList
34,Kaguya-sama: Love is War,"Comedy, Psychological, Romance, Slice of Life",A-1 Pictures,12,2019-01,Tv,83.0,AniList
35,Toradora!,"Comedy, Drama, Romance, Slice of Life",Genco,25,2008-10,Tv,78.0,AniList
36,Dr. STONE,"Action, Adventure, Comedy, Sci-Fi",TMS Entertainment,24,2019-07,Tv,81.0,AniList
37,Violet Evergarden,"Drama, Fantasy, Slice of Life",Kyoto Animation,13,2018-01,Tv,85.0,AniList
38,Akame ga Kill!,"Action, Adventure, Drama, Fantasy, Horror, Psychological, Thriller",WHITE FOX,24,2014-07,Tv,72.0,AniList
39,My Hero Academia Season 4,"Action, Adventure, Comedy, Drama, Sci-Fi",bones,25,2019-10,Tv,78.0,AniList
40,The Seven Deadly Sins,"Action, Adventure, Comedy, Ecchi, Fantasy, Supernatural",A-1 Pictures,24,2014-10,Tv,73.0,AniList
41,SPY x FAMILY,"Action, Comedy, Slice of Life, Supernatural",CloverWorks,12,2022-04,Tv,84.0,AniList
42,KONOSUBA -God's blessing on this wonderful world!,"Adventure, Comedy, Ecchi, Fantasy",Studio DEEN,10,2016-01,Tv,79.0,AniList
43,Vinland Saga,"Action, Adventure, Drama",WIT STUDIO,24,2019-07,Tv,87.0,AniList
44,Parasyte -the maxim-,"Action, Drama, Horror, Psychological, Sci-Fi",MADHOUSE,24,2014-10,Tv,81.0,AniList
45,Horimiya,"Comedy, Romance, Slice of Life",CloverWorks,13,2021-01,Tv,81.0,AniList
46,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,"Action, Adventure, Drama, Fantasy, Mystery, Supernatural",ufotable,1,2020-10,Movie,84.0,AniList
47,DARLING in the FRANXX,"Action, Drama, Mecha, Psychological, Romance, Sci-Fi",TRIGGER,24,2018-01,Tv,68.0,AniList
48,Code Geass: Lelouch of the Rebellion,"Action, Drama, Mecha, Sci-Fi, Thriller",Sunrise,25,2006-10,Tv,85.0,AniList
49,Bleach,"Action, Adventure, Supernatural",Studio Pierrot,366,2004-10,Tv,78.0,AniList
50,Death Parade,"Drama, Mystery, Psychological, Supernatural, Thriller",MADHOUSE,12,2015-01,Tv,80.0,AniList
51,Blue Exorcist,"Action, Fantasy, Supernatural",Aniplex,25,2011-04,Tv,72.0,AniList
52,Neon Genesis Evangelion,"Action, Drama, Mecha, Mystery, Psychological, Sci-Fi",Gainax,26,1995-10,Tv,83.0,AniList
53,Spirited Away,"Adventure, Drama, Fantasy, Supernatural",Studio Ghibli,1,2001-07,Movie,86.0,AniList
54,JoJo's Bizarre Adventure (TV),"Action, Adventure, Supernatural",David Production,26,2012-10,Tv,77.0,AniList
55,Cowboy Bebop,"Action, Adventure, Drama, Sci-Fi",Sunrise,26,1998-04,Tv,86.0,AniList
56,One-Punch Man Season 2,"Action, Comedy, Sci-Fi, Supernatural",J.C.STAFF,12,2019-04,Tv,74.0,AniList
57,Fire Force,"Action, Drama, Sci-Fi, Supernatural",David Production,24,2019-07,Tv,76.0,AniList
58,Kakegurui,"Drama, Mystery, Psychological",MAPPA,12,2017-07,Tv,70.0,AniList
59,Sword Art Online II,"Action, Adventure, Fantasy, Sci-Fi",Aniplex,24,2014-07,Tv,65.0,AniList
60,Angel Beats!,"Action, Comedy, Drama, Supernatural",Aniplex,13,2010-04,Tv,77.0,AniList
61,The Rising of the Shield Hero,"Action, Adventure, Fantasy",Kinema Citrus,25,2019-01,Tv,77.0,AniList
62,Mob Psycho 100 II,"Action, Comedy, Drama, Psychological, Slice of Life, Supernatural",bones,13,2019-01,Tv,88.0,AniList
63,Demon Slayer: Kimetsu no Yaiba Entertainment District Arc,"Action, Adventure, Fantasy, Supernatural",ufotable,11,2021-12,Tv,86.0,AniList
64,Tokyo Revengers,"Action, Drama, Romance, Supernatural",LIDENFILMS,24,2021-04,Tv,77.0,AniList
65,The Future Diary,"Action, Horror, Mystery, Psychological, Supernatural, Thriller",Funimation,26,2011-10,Tv,68.0,AniList
66,Kaguya-sama: Love is War?,"Comedy, Psychological, Romance, Slice of Life",A-1 Pictures,12,2020-04,Tv,86.0,AniList
67,That Time I Got Reincarnated as a Slime,"Action, Adventure, Comedy, Fantasy",8-bit,24,2018-10,Tv,80.0,AniList
68,Charlotte,"Comedy, Drama, Romance, Sci-Fi, Supernatural",P.A.WORKS,13,2015-07,Tv,75.0,AniList
69,Kill la Kill,"Action, Comedy, Ecchi",Aniplex,24,2013-10,Tv,79.0,AniList
70,Bungo Stray Dogs,"Action, Comedy, Mystery, Supernatural",bones,12,2016-04,Tv,77.0,AniList
71,Classroom of the Elite,"Drama, Psychological",Lerche,12,2017-07,Tv,76.0,AniList
72,Mushoku Tensei: Jobless Reincarnation,"Adventure, Drama, Ecchi, Fantasy",Studio Bind,11,2021-01,Tv,82.0,AniList
73,Food Wars!,"Comedy, Ecchi",J.C.STAFF,24,2015-04,Tv,79.0,AniList
74,JUJUTSU KAISEN Season 2,"Action, Drama, Supernatural",MAPPA,23,2023-07,Tv,87.0,AniList
75,Anohana: The Flower We Saw That Day,"Drama, Romance, Slice of Life, Supernatural",Aniplex,11,2011-04,Tv,80.0,AniList
76,Tokyo Ghoul √A,"Action, Drama, Horror, Mystery, Psychological, Supernatural",Studio Pierrot,12,2015-01,Tv,66.0,AniList
77,Attack on Titan Final Season Part 2,"Action, Drama, Fantasy, Mystery, Psychological",MAPPA,12,2022-01,Tv,86.0,AniList
78,HAIKYU!! 2nd Season,"Comedy, Drama, Sports",Production I.G,25,2015-10,Tv,86.0,AniList
79,The Devil is a Part-Timer!,"Comedy, Fantasy, Romance, Slice of Life",Funimation,13,2013-04,Tv,75.0,AniList
80,My Hero Academia Season 5,"Action, Adventure, Comedy, Sci-Fi",bones,25,2021-03,Tv,73.0,AniList
81,Made in Abyss,"Adventure, Drama, Fantasy, Horror, Mystery, Sci-Fi",Kinema Citrus,13,2017-07,Tv,85.0,AniList
82,Is It Wrong to Try to Pick Up Girls in a Dungeon?,"Action, Adventure, Comedy, Fantasy, Romance",J.C.STAFF,13,2015-04,Tv,73.0,AniList
83,Overlord,"Action, Adventure, Fantasy",MADHOUSE,13,2015-07,Tv,77.0,AniList
84,Another,"Horror, Mystery, Psychological, Supernatural, Thriller",Lantis,12,2012-01,Tv,70.0,AniList
85,JUJUTSU KAISEN 0,"Action, Supernatural",MAPPA,1,2021-12,Movie,84.0,AniList
86,Fairy Tail,"Action, Adventure, Comedy, Fantasy",TV Tokyo,175,2009-10,Tv,71.0,AniList
87,KONOSUBA -God's blessing on this wonderful world! 2,"Adventure, Comedy, Ecchi, Fantasy",Studio DEEN,10,2017-01,Tv,81.0,AniList
88,Soul Eater,"Action, Adventure, Comedy, Fantasy, Supernatural",bones,51,2008-04,Tv,77.0,AniList
89,My Teen Romantic Comedy SNAFU,"Comedy, Drama, Romance, Slice of Life",Brain's Base,13,2013-04,Tv,78.0,AniList
90,HAIKYU!! 3rd Season,"Comedy, Drama, Sports",Production I.G,10,2016-10,Tv,87.0,AniList
91,Assassination Classroom 2,"Action, Comedy, Drama, Supernatural",Lerche,25,2016-01,Tv,83.0,AniList
92,Dororo,"Action, Adventure, Drama, Supernatural",MAPPA,24,2019-01,Tv,81.0,AniList
93,Gurren Lagann,"Action, Comedy, Drama, Mecha, Romance, Sci-Fi",Gainax,27,2007-04,Tv,85.0,AniList
94,My Dress-Up Darling,"Comedy, Ecchi, Romance, Slice of Life",CloverWorks,12,2022-01,Tv,80.0,AniList
95,Solo Leveling,"Action, Adventure, Fantasy",A-1 Pictures,12,2024-01,Tv,82.0,AniList
96,PSYCHO-PASS,"Action, Psychological, Sci-Fi, Thriller",Production I.G,22,2012-10,Tv,81.0,AniList
97,Re:ZERO -Starting Life in Another World- Season 2,"Action, Adventure, Drama, Fantasy, Psychological, Thriller",WHITE FOX,13,2020-07,Tv,83.0,AniList
98,Code Geass: Lelouch of the Rebellion R2,"Action, Drama, Mecha, Sci-Fi, Thriller",Sunrise,25,2008-04,Tv,87.0,AniList
99,Frieren: Beyond Journey’s End,"Adventure, Drama, Fantasy",Toho,28,2023-09,Tv,91.0,AniList
100,Hyouka,"Mystery, Romance, Slice of Life",Kyoto Animation,22,2012-04,Tv,79.0,AniList
101,Fate/Zero,"Action, Drama, Fantasy, Supernatural",Aniplex,13,2011-10,Tv,81.0,AniList
102,Howl‘s Moving Castle,"Adventure, Drama, Fantasy, Romance",Studio Ghibli,1,2004-11,Movie,85.0,AniList
103,I Want to Eat Your Pancreas,"Drama, Romance, Slice of Life",Studio VOLN,1,2018-09,Movie,84.0,AniList
104,"Love, Chunibyo & Other Delusions","Comedy, Drama, Romance, Slice of Life",Kyoto Animation,12,2012-10,Tv,75.0,AniList
105,Devilman Crybaby,"Action, Drama, Horror, Psychological, Supernatural",Science SARU,10,2018-01,Ona,76.0,AniList
106,Weathering With You,"Drama, Romance, Slice of Life, Supernatural",CoMix Wave,1,2019-07,Movie,81.0,AniList
107,Bakemonogatari,"Comedy, Drama, Mystery, Psychological, Romance, Supernatural",Aniplex,15,2009-07,Tv,82.0,AniList
108,The Disastrous Life of Saiki K.,"Comedy, Slice of Life, Supernatural",J.C.STAFF,120,2016-07,Tv Short,83.0,AniList
109,Miss Kobayashi's Dragon Maid,"Comedy, Fantasy, Slice of Life",Kyoto Animation,13,2017-01,Tv,78.0,AniList
110,JoJo's Bizarre Adventure: Stardust Crusaders,"Action, Adventure, Supernatural",David Production,24,2014-04,Tv,79.0,AniList
111,Tower of God,"Action, Adventure, Drama, Fantasy, Mystery",Telecom Animation Film,13,2020-04,Tv,74.0,AniList
112,The Promised Neverland Season 2,"Action, Adventure, Drama, Fantasy, Horror, Psychological, Thriller",CloverWorks,11,2021-01,Tv,51.0,AniList
113,Demon Slayer: Kimetsu no Yaiba Mugen Train Arc,"Action, Adventure, Drama, Fantasy, Mystery, Supernatural",ufotable,7,2021-10,Tv,82.0,AniList
114,Dr. STONE: STONE WARS,"Action, Adventure, Comedy, Sci-Fi",TMS Entertainment,11,2021-01,Tv,81.0,AniList
115,Demon Slayer: Kimetsu no Yaiba Swordsmith Village Arc,"Action, Adventure, Drama, Fantasy, Supernatural",ufotable,11,2023-04,Tv,81.0,AniList
116,Wotakoi: Love is Hard for Otaku,"Comedy, Romance, Slice of Life",A-1 Pictures,11,2018-04,Tv,78.0,AniList
117,Seraph of the End: Vampire Reign,"Action, Drama, Fantasy, Mystery, Supernatural",WIT STUDIO,12,2015-04,Tv,73.0,AniList
118,Noragami Aragoto,"Action, Adventure, Comedy, Supernatural",bones,13,2015-10,Tv,80.0,AniList
119,Puella Magi Madoka Magica,"Action, Drama, Fantasy, Mahou Shoujo, Psychological, Thriller",Aniplex,12,2011-01,Tv,83.0,AniList
120,Monster,"Drama, Horror, Mystery, Psychological, Thriller",MADHOUSE,74,2004-04,Tv,88.0,AniList
121,BANANA FISH,"Action, Drama, Psychological, Thriller",MAPPA,24,2018-07,Tv,83.0,AniList
122,Cyberpunk: Edgerunners,"Action, Drama, Psychological, Sci-Fi",TRIGGER,10,2022-09,Ona,85.0,AniList
123,SPY x FAMILY Cour 2,"Action, Comedy, Slice of Life, Supernatural",WIT STUDIO,13,2022-10,Tv,82.0,AniList
124,Rent-a-Girlfriend,"Comedy, Drama, Romance",TMS Entertainment,12,2020-07,Tv,66.0,AniList
125,Komi Can’t Communicate,"Comedy, Romance, Slice of Life",OLM,12,2021-10,Tv,77.0,AniList
126,JoJo's Bizarre Adventure: Diamond is Unbreakable,"Action, Adventure, Drama, Mystery, Supernatural",David Production,39,2016-04,Tv,84.0,AniList
127,High School DxD,"Action, Comedy, Ecchi, Fantasy, Romance",TNK,12,2012-01,Tv,69.0,AniList
128,Tokyo Ghoul:re,"Action, Horror, Mystery, Psychological, Supernatural",Studio Pierrot,12,2018-04,Tv,61.0,AniList
129,Fruits Basket (2019),"Comedy, Drama, Romance, Slice of Life, Supernatural",TMS Entertainment,25,2019-04,Tv,82.0,AniList
130,To Your Eternity,"Adventure, Drama, Fantasy, Psychological, Supernatural",Brain's Base,20,2021-04,Tv,81.0,AniList
131,That Time I Got Reincarnated as a Slime Season 2,"Action, Adventure, Comedy, Fantasy",8-bit,12,2021-01,Tv,83.0,AniList
132,The God of High School,"Action, Comedy, Supernatural",MAPPA,13,2020-07,Tv,69.0,AniList
133,The Quintessential Quintuplets,"Comedy, Drama, Romance, Slice of Life",Tezuka Productions,12,2019-01,Tv,75.0,AniList
134,GOBLIN SLAYER,"Action, Adventure, Fantasy",WHITE FOX,12,2018-10,Tv,71.0,AniList
135,Durarara!!,"Action, Mystery, Supernatural",Aniplex,24,2010-01,Tv,79.0,AniList
136,HAIKYU!! TO THE TOP,"Comedy, Drama, Sports",Production I.G,13,2020-01,Tv,83.0,AniList
137,Clannad,"Comedy, Drama, Romance, Slice of Life, Supernatural",Sentai Filmworks,23,2007-10,Tv,77.0,AniList
138,Mushoku Tensei: Jobless Reincarnation Cour 2,"Adventure, Drama, Ecchi, Fantasy",Studio Bind,12,2021-10,Tv,85.0,AniList
139,Hell’s Paradise,"Action, Adventure, Mystery, Supernatural",MAPPA,13,2023-04,Tv,80.0,AniList
140,Oshi No Ko,"Drama, Mystery, Psychological, Supernatural",Doga Kobo,11,2023-04,Tv,84.0,AniList
141,Princess Mononoke,"Action, Adventure, Drama, Fantasy",Studio Ghibli,1,1997-07,Movie,85.0,AniList
142,Gintama,"Action, Comedy, Drama, Sci-Fi",Sunrise,201,2006-04,Tv,85.0,AniList
143,JoJo's Bizarre Adventure: Golden Wind,"Action, Adventure, Drama, Mystery, Supernatural",David Production,39,2018-10,Tv,84.0,AniList
144,The Seven Deadly Sins: Revival of the Commandments,"Action, Adventure, Comedy, Ecchi, Fantasy, Supernatural",A-1 Pictures,24,2018-01,Tv,73.0,AniList
145,WONDER EGG PRIORITY,"Action, Drama, Fantasy, Mystery, Psychological, Sci-Fi, Thriller",CloverWorks,12,2021-01,Tv,74.0,AniList
146,BLUE LOCK,"Action, Drama, Sports",8-bit,24,2022-10,Tv,80.0,AniList
147,Fire Force Season 2,"Action, Drama, Sci-Fi, Supernatural",David Production,24,2020-07,Tv,78.0,AniList
148,Beyond the Boundary,"Action, Drama, Fantasy, Slice of Life, Supernatural",Kyoto Animation,12,2013-10,Tv,74.0,AniList
149,Sword Art Online: Alicization,"Action, Adventure, Fantasy",A-1 Pictures,24,2018-10,Tv,75.0,AniList
150,Maid-Sama!,"Comedy, Drama, Romance",J.C.STAFF,26,2010-04,Tv,77.0,AniList
151,DAN DA DAN,"Action, Comedy, Drama, Romance, Sci-Fi, Supernatural",Science SARU,12,2024-10,Tv,84.0,AniList
152,86 EIGHTY-SIX,"Action, Drama, Mecha, Sci-Fi",A-1 Pictures,11,2021-04,Tv,82.0,AniList
153,Terror in Resonance,"Drama, Mystery, Psychological, Thriller",MAPPA,11,2014-07,Tv,78.0,AniList
154,JoJo's Bizarre Adventure: Stardust Crusaders - Battle in Egypt,"Action, Adventure, Drama, Supernatural",David Production,24,2015-01,Tv,82.0,AniList
155,High School of the Dead,"Action, Drama, Ecchi, Horror, Romance, Supernatural",MADHOUSE,12,2010-07,Tv,66.0,AniList
156,Re:ZERO -Starting Life in Another World- Season 2 Part 2,"Action, Adventure, Drama, Fantasy, Psychological, Romance, Thriller",WHITE FOX,12,2021-01,Tv,84.0,AniList
157,The Pet Girl of Sakurasou,"Comedy, Drama, Romance, Slice of Life",J.C.STAFF,24,2012-10,Tv,78.0,AniList
158,Kuroko's Basketball,"Comedy, Sports",Production I.G,25,2012-04,Tv,78.0,AniList
159,Kaguya-sama: Love is War -Ultra Romantic-,"Comedy, Psychological, Romance, Slice of Life",Aniplex,13,2022-04,Tv,89.0,AniList
160,K-ON!,"Comedy, Music, Slice of Life",Kyoto Animation,13,2009-04,Tv,78.0,AniList
161,My Neighbor Totoro,"Adventure, Fantasy, Slice of Life, Supernatural",Studio Ghibli,1,1988-04,Movie,80.0,AniList
162,Samurai Champloo,"Action, Adventure, Comedy",Manglobe,26,2004-05,Tv,84.0,AniList
163,My Teen Romantic Comedy SNAFU TOO!,"Comedy, Drama, Romance, Slice of Life",feel.,13,2015-04,Tv,81.0,AniList
164,Elfen Lied,"Action, Drama, Ecchi, Horror, Psychological, Romance, Supernatural",VAP,13,2004-07,Tv,68.0,AniList
165,Nisekoi,"Comedy, Romance, Slice of Life",Aniplex,20,2014-01,Tv,73.0,AniList
166,Food Wars! The Second Plate,"Comedy, Ecchi",J.C.STAFF,13,2016-07,Tv,79.0,AniList
167,"DON'T TOY WITH ME, MISS NAGATORO","Comedy, Romance, Slice of Life",Telecom Animation Film,12,2021-04,Tv,69.0,AniList
168,Fate/stay night: Unlimited Blade Works,"Action, Fantasy, Supernatural",ufotable,13,2014-10,Tv,80.0,AniList
169,The Eminence in Shadow,"Action, Comedy, Fantasy",Nexus,20,2022-10,Tv,81.0,AniList
170,Fullmetal Alchemist,"Action, Adventure, Drama, Fantasy",bones,51,2003-10,Tv,79.0,AniList
171,Overlord II,"Action, Adventure, Fantasy",MADHOUSE,13,2018-01,Tv,75.0,AniList
172,BEASTARS,"Drama, Mystery, Psychological, Romance, Slice of Life",Orange,12,2019-10,Tv,77.0,AniList
173,Black Butler,"Action, Comedy, Fantasy, Mystery, Supernatural",Aniplex,24,2008-10,Tv,72.0,AniList
174,My Little Monster,"Comedy, Romance, Slice of Life",TV Tokyo,13,2012-10,Tv,72.0,AniList
175,Golden Time,"Drama, Romance",J.C.STAFF,24,2013-10,Tv,75.0,AniList
176,The Irregular at Magic High School,"Action, Romance, Sci-Fi, Supernatural",MADHOUSE,26,2014-04,Tv,70.0,AniList
177,The Misfit of Demon King Academy: History’s Strongest Demon King Reincarnates and Goes to School with His Descendants,"Action, Comedy, Fantasy",SILVER LINK.,13,2020-07,Tv,72.0,AniList
178,Plastic Memories,"Drama, Romance, Sci-Fi, Slice of Life",Doga Kobo,13,2015-04,Tv,77.0,AniList
179,Saga of Tanya the Evil,"Action, Fantasy",NUT,12,2017-01,Tv,77.0,AniList
180,HAIKYU‼ TO THE TOP Part 2,"Comedy, Drama, Sports",Production I.G,12,2020-10,Tv,85.0,AniList
181,Ouran High School Host Club,"Comedy, Drama, Romance, Slice of Life",bones,26,2006-04,Tv,80.0,AniList
182,Dragon Ball Z,"Action, Adventure, Comedy, Fantasy, Supernatural",Toei Animation,291,1989-04,Tv,80.0,AniList
183,ReLIFE,"Comedy, Drama, Romance, Slice of Life",TMS Entertainment,13,2016-06,Ona,78.0,AniList
184,Deadman Wonderland,"Action, Horror, Sci-Fi",Manglobe,12,2011-04,Tv,67.0,AniList
185,The Garden of Words,"Drama, Psychological, Romance, Slice of Life",CoMix Wave,1,2013-05,Movie,75.0,AniList
186,That Time I Got Reincarnated as a Slime Season 2 Part 2,"Action, Adventure, Comedy, Fantasy",8-bit,12,2021-07,Tv,82.0,AniList
187,5 Centimeters per Second,"Drama, Romance, Slice of Life",CoMix Wave,3,2007-02,Movie,72.0,AniList
188,Fate/Zero Season 2,"Action, Drama, Fantasy, Supernatural",Aniplex,12,2012-04,Tv,84.0,AniList
189,Rascal Does Not Dream of a Dreaming Girl,"Drama, Psychological, Romance, Supernatural",CloverWorks,1,2019-06,Movie,84.0,AniList
190,MASHLE: MAGIC AND MUSCLES,"Action, Comedy, Fantasy",Aniplex,12,2023-04,Tv,76.0,AniList
191,Kakegurui xx,"Drama, Mystery, Psychological",MAPPA,12,2019-01,Tv,70.0,AniList
192,Guilty Crown,"Action, Drama, Mecha, Psychological, Romance, Sci-Fi",Production I.G,22,2011-10,Tv,69.0,AniList
193,The Ancient Magus' Bride,"Drama, Fantasy, Romance, Slice of Life, Supernatural",WIT STUDIO,24,2017-10,Tv,78.0,AniList
194,Bungo Stray Dogs 2,"Action, Comedy, Mystery, Supernatural",bones,12,2016-10,Tv,81.0,AniList
195,Date A Live,"Action, Comedy, Ecchi, Fantasy, Mecha, Romance, Sci-Fi",Funimation,12,2013-04,Tv,68.0,AniList
196,Neon Genesis Evangelion: The End of Evangelion,"Action, Drama, Mecha, Psychological, Sci-Fi",Gainax,1,1997-07,Movie,85.0,AniList
197,Blue Spring Ride,"Drama, Romance, Slice of Life",Production I.G,12,2014-07,Tv,75.0,AniList
198,Is It Wrong to Try to Pick Up Girls in a Dungeon? II,"Action, Adventure, Comedy, Fantasy, Romance",J.C.STAFF,12,2019-07,Tv,71.0,AniList
199,Mob Psycho 100 III,"Action, Comedy, Drama, Psychological, Slice of Life, Supernatural",bones,12,2022-10,Tv,87.0,AniList
200,Prison School,"Comedy, Ecchi",J.C.STAFF,12,2015-07,Tv,73.0,AniList
201,Overlord III,"Action, Adventure, Fantasy",MADHOUSE,13,2018-07,Tv,77.0,AniList
202,Black Lagoon,"Action, Adventure, Drama, Thriller",MADHOUSE,12,2006-04,Tv,78.0,AniList
203,Nichijou - My Ordinary Life,"Comedy, Slice of Life",Kyoto Animation,26,2011-04,Tv,83.0,AniList
204,Log Horizon,"Action, Adventure, Fantasy",Satelight,25,2013-10,Tv,76.0,AniList
205,SK8 the Infinity,"Action, Drama, Sports",bones,12,2021-01,Tv,79.0,AniList
206,Toilet-bound Hanako-kun,"Action, Comedy, Drama, Mystery, Supernatural",Lerche,12,2020-01,Tv,77.0,AniList
207,My Hero Academia Season 6,"Action, Adventure",bones,25,2022-10,Tv,82.0,AniList
208,KONOSUBA -God's blessing on this wonderful world!- Legend of Crimson,"Action, Adventure, Comedy, Ecchi, Fantasy, Supernatural",J.C.STAFF,1,2019-08,Movie,83.0,AniList
209,Serial Experiments Lain,"Drama, Mystery, Psychological, Sci-Fi, Supernatural",TV Tokyo,13,1998-07,Tv,80.0,AniList
210,Yuri!!! on ICE,"Comedy, Drama, Sports",MAPPA,12,2016-10,Tv,77.0,AniList
211,TONIKAWA: Over The Moon For You,"Comedy, Romance, Slice of Life",Seven Arcs,12,2020-10,Tv,77.0,AniList
212,Danganronpa: The Animation,"Horror, Mystery, Psychological, Sci-Fi, Thriller",NBCUniversal Entertainment Japan,13,2013-06,Tv,68.0,AniList
213,Chivalry of a Failed Knight,"Action, Ecchi, Fantasy, Romance",SILVER LINK.,12,2015-10,Tv,72.0,AniList
214,Vinland Saga Season 2,"Action, Adventure, Drama",Twin Engine,24,2023-01,Tv,88.0,AniList
215,Orange,"Drama, Romance, Supernatural",TMS Entertainment,13,2016-07,Tv,74.0,AniList
216,Kimi ni Todoke: From Me to You,"Comedy, Drama, Romance, Slice of Life",Production I.G,25,2009-10,Tv,79.0,AniList
